lon,lat
2.5833332538604736,-44.554340464799154
2.6666667461395264,-44.55496259934336
2.75,-44.55498944547578
2.8333332538604736,-44.55456457472998
2.9166667461395264,-44.554022716721164
3.0,-44.55322845843763
3.0833332538604736,-44.55249244915074
3.1666667461395264,-44.55163102440811
3.25,-44.55053650167903
3.3333332538604736,-44.54855566067569
3.4166667461395264,-44.546187920517575
3.5,-44.54307655698212
3.583333253860473,-44.53957176085521
3.6666667461395264,-44.535842448400714
3.7499999999999996,-44.5329581489173
3.8333332538604736,-44.5297585544735
3.886400673210815,-44.52737808227539
3.9166667461395264,-44.52605953666095
4.0,-44.520962498602344
4.083333492279053,-44.51606531995369
4.166666507720947,-44.511120315224986
4.25,-44.50746368490258
4.333333492279053,-44.50326599331706
4.416666507720947,-44.50034136060239
4.5,-44.49641609901886
4.583333492279053,-44.49093153086787
4.666666507720947,-44.47608971327491
4.696721456901237,-44.46793746948242
4.75,-44.45332171369011
4.833333492279053,-44.42746617992574
4.889460881235214,-44.40843963623047
4.916666507720947,-44.399980083073146
5.0,-44.37260345371325
5.071090284879519,-44.348876953125
5.083333492279053,-44.34512363751636
5.166666507720947,-44.31890527930433
5.25,-44.292019316602435
5.258395899227986,-44.28925704956055
5.333333492279053,-44.265813865844706
5.416666507720947,-44.24006666413399
5.451798099595434,-44.229576110839844
5.5,-44.2158938469167
5.583333492279053,-44.19344746659824
5.666666507720947,-44.17233891237012
5.677300076072481,-44.169830322265625
5.75,-44.153267878870636
5.833333492279053,-44.13592505537473
5.916666507720947,-44.12014631207641
5.974923604546316,-44.11002731323242
6.0,-44.10577208954368
6.083333492279053,-44.09327343338695
6.166666507720947,-44.081900325256996
6.25,-44.07187795384773
6.333333492279053,-44.062676428234866
6.416666507720947,-44.05482164708886
6.47191489235138,-44.05016326904297
6.5,-44.04803627469246
6.583333492279053,-44.04305022380854
6.666666507720947,-44.03891955819823
6.75,-44.03585517243478
6.833333492279053,-44.03355116859689
6.916666507720947,-44.032057402694306
7.0,-44.031270686818964
7.083333492279053,-44.03116992970682
7.166666507720947,-44.0317072075141
7.25,-44.032669583344955
7.333333492279053,-44.03390060517717
7.416666507720947,-44.03540886323226
7.5,-44.03711675938251
7.583333492279053,-44.03919506729733
7.666666507720947,-44.04235427270379
7.75,-44.0469303818254
7.797417658553179,-44.05016326904297
7.833333492279054,-44.05311851625678
7.916666507720947,-44.060850179037324
8.0,-44.069334997132614
8.083333015441895,-44.078010543240104
8.166666984558105,-44.08614499148406
8.25,-44.09334559067237
8.333333015441895,-44.09926644670855
8.416666984558105,-44.10476132011373
8.487600260542909,-44.11002731323242
8.5,-44.11106080096497
8.583333015441895,-44.118563800061786
8.666666984558105,-44.125001708403694
8.75,-44.13065300746787
8.833333015441895,-44.13588771970798
8.916666984558105,-44.13981667083108
9.0,-44.13988959862878
9.083333015441895,-44.13515168335779
9.166666984558105,-44.12700786073435
9.25,-44.1170547002846
9.299097604680512,-44.11002731323242
9.333333015441895,-44.10458834350706
9.416666984558105,-44.08967553103186
9.5,-44.072921110004934
9.583333015441895,-44.054307788259344
9.600797747164728,-44.05016326904297
9.666666984558105,-44.03321945439872
9.75,-44.010065665755974
9.818132461762294,-43.990238189697266
9.833333015441895,-43.98543850857376
9.916666984558105,-43.959100821604665
10.0,-43.93159333347168
