lat_stf,lat_saf,lat_pf,lon
-43.417751562935955,-57.90119166606318,-60.72703210569984,-169.5833282470703
-43.36738241417698,-57.903217621640124,-60.72255179428759,-169.5
-43.312393776415924,-57.90569015800637,-60.71823885959713,-169.4166717529297
-43.25283547372834,-57.90841677259515,-60.71505064019871,-169.3333282470703
-43.189758761362214,-57.91143702049524,-60.71178775403024,-169.25
-43.123780663421336,-57.914927401954735,-60.70953209062943,-169.1666717529297
-43.056048532280755,-57.918348508360516,-60.70740565326057,-169.0833282470703
-42.98819056933098,-57.92223649711206,-60.705718828862295,-169.0
-42.91946016102241,-57.92649771152139,-60.70489628653047,-168.9166717529297
-42.84992524451469,-57.93109852901842,-60.704456127829424,-168.8333282470703
-42.78180246247186,-57.93566048395906,-60.70463351420414,-168.75
-42.71340051026991,-57.94033386562657,-60.70547563393069,-168.6666717529297
-42.644963691945215,-57.94498916736986,-60.706560829127284,-168.5833282470703
-42.57849739744129,-57.949937015286196,-60.708068473091,-168.5
-42.51190790099021,-57.95472326207203,-60.70995702505531,-168.4166717529297
-42.449064166508016,-57.9594382942711,-60.712020571042615,-168.3333282470703
-42.388112357634085,-57.96435856914183,-60.71453321434202,-168.25
-42.32923554107625,-57.968639041523865,-60.71737462305307,-168.1666717529297
-42.271882029832774,-57.972877962088866,-60.72025469690823,-168.0833282470703
-42.214452759096865,-57.97609029845585,-60.72327068428933,-168.0
-42.158538991257,-57.97938916517523,-60.72602871624039,-167.9166717529297
-42.1021140943507,-57.98230252585503,-60.72888985584232,-167.8333282470703
-42.04384956935095,-57.98525868095418,-60.73156583972709,-167.75
-41.98139944730823,-57.98780976523377,-60.734173134655755,-167.6666717529297
-41.9165158889323,-57.989455326583226,-60.73673081638531,-167.5833282470703
-41.84735196615653,-57.990672899629686,-60.7395029933112,-167.5
-41.776478153629064,-57.99159636514316,-60.74255125355257,-167.4166717529297
-41.6991933112506,-57.99160978070011,-60.74550897893451,-167.3333282470703
-41.615825814528016,-57.99121105315192,-60.749010787153146,-167.25
-41.529041794233635,-57.99050268853571,-60.75205498539791,-167.1666717529297
-41.43807747417025,-57.98902582408258,-60.75530899351446,-167.0833282470703
-41.34339106486588,-57.98698657572374,-60.758538223162304,-167.0
-41.24598853388792,-57.98434224225435,-60.761830838008315,-166.9166717529297
-41.14576062492592,-57.98112928525901,-60.765039391248514,-166.8333282470703
-41.04236528079555,-57.97732878785073,-60.76846948110657,-166.75
-40.9385312537205,-57.97240414699338,-60.77225760684442,-166.6666717529297
-40.832829895347516,-57.96617413253379,-60.776012185204394,-166.5833282470703
-40.72822873396428,-57.95931697059981,-60.779403741296626,-166.5
-40.62557552379696,-57.951846800170024,-60.782895675361466,-166.4166717529297
-40.52577432966316,-57.94390393326942,-60.78703287784805,-166.3333282470703
-40.42821648827305,-57.93500626304162,-60.79097161915357,-166.25
-40.32469671504207,-57.92551850998422,-60.79527965792062,-166.1666717529297
-40.220051277579444,-57.915206898078715,-60.79962599321228,-166.0833282470703
-40.11506599549052,-57.90458670195659,-60.803932937482465,-166.0
-40.0053735576273,-57.893846424563634,-60.80798253024065,-165.9166717529297
-39.89590656773333,-57.88204111893972,-60.81202600839067,-165.8333282470703
-39.79007673469591,-57.86901958524444,-60.81620658027641,-165.75
-39.68772796916793,-57.85573078938472,-60.81965247458671,-165.6666717529297
-39.584378289537234,-57.84315192388269,-60.82253249021223,-165.5833282470703
-39.479822769821006,-57.82932279359725,-60.82549953948462,-165.5
-39.37854483020789,-57.8145319007019,-60.82811834225159,-165.4166717529297
-39.28064685540644,-57.7995710689807,-60.829989357103955,-165.3333282470703
-39.18755395159309,-57.7834093363491,-60.83166495535949,-165.25
-39.10323241241394,-57.766482336508524,-60.83334793023541,-165.1666717529297
-39.02362000843834,-57.74891351955488,-60.8353863600995,-165.0833282470703
-38.94637632278328,-57.73071309927278,-60.83765895724087,-165.0
-38.87712845913316,-57.71096673573555,-60.84004231436122,-164.9166717529297
-38.81238850831564,-57.69101865892057,-60.8422139290569,-164.8333282470703
-38.749053761139116,-57.67027936549414,-60.84372114908968,-164.75
-38.68719219454171,-57.649241265081635,-60.845440181575746,-164.6666717529297
-38.63282905198489,-57.627945477941466,-60.84749517912587,-164.5833282470703
-38.58177880192139,-57.60571394466218,-60.84939028722267,-164.5
-38.52892282454004,-57.58367944242253,-60.85059523364643,-164.4166717529297
-38.47711485408601,-57.56165993957082,-60.851423124089656,-164.3333282470703
-38.42568001298887,-57.54030873410494,-60.851981910153874,-164.25
-38.37466699569945,-57.5197657595404,-60.85172307588015,-164.1666717529297
-38.32259033438599,-57.49971083763836,-60.85055079502194,-164.0833282470703
-38.27195429868379,-57.480526661965364,-60.848555308288155,-164.0
-38.22237147879558,-57.46292939373635,-60.84612733827486,-163.9166717529297
-38.17414299582257,-57.44628886173222,-60.84341783879295,-163.8333282470703
-38.12696699991007,-57.43161317027225,-60.84041683384561,-163.75
-38.08234744708583,-57.41751516446445,-60.83678138380537,-163.6666717529297
-38.03951822598775,-57.403463082355586,-60.83217014158845,-163.5833282470703
-38.00033435554101,-57.391546971978734,-60.82694859049727,-163.5
-37.96483319595377,-57.380940291910996,-60.82145399794167,-163.4166717529297
-37.93074066752479,-57.37055264652932,-60.81502001251072,-163.3333282470703
-37.897169253906036,-57.3611520227301,-60.80750045429041,-163.25
-37.865003026107836,-57.35218760879792,-60.799203736466694,-163.1666717529297
-37.83480570129616,-57.344078421096526,-60.790135284883,-163.0833282470703
-37.80566174175794,-57.336582622116,-60.77979754081269,-163.0
-37.775994430933885,-57.329303080955725,-60.76837399970497,-162.9166717529297
-37.7469396171368,-57.322655055518716,-60.75588637204817,-162.8333282470703
-37.71906101295767,-57.315604465726814,-60.74249053847431,-162.75
-37.690505214334586,-57.3090202436918,-60.728187947618046,-162.6666717529297
-37.660689420447774,-57.30370101466169,-60.713258513218506,-162.5833282470703
-37.62973178818112,-57.29886727702259,-60.696618856795034,-162.5
-37.598555216351926,-57.294161978894856,-60.679205323199106,-162.4166717529297
-37.56768422155363,-57.29038361355109,-60.66127813657125,-162.3333282470703
-37.53789718220053,-57.2866542305097,-60.64245592332602,-162.25
-37.50800556222387,-57.28234799944325,-60.622817973888736,-162.1666717529297
-37.48001700408034,-57.27804362980776,-60.60245601792815,-162.0833282470703
-37.45299656103527,-57.27416286807422,-60.58209967693954,-162.0
-37.42688454442133,-57.27000652685786,-60.56036380602148,-161.9166717529297
-37.40020732679485,-57.26527768129184,-60.537180609408715,-161.8333282470703
-37.37279046947574,-57.26070498617869,-60.51310980895209,-161.75
-37.345235912257394,-57.25634341312253,-60.4875700186758,-161.6666717529297
-37.31805977527846,-57.25190741610484,-60.46093663314873,-161.5833282470703
-37.29222920166331,-57.24685194505796,-60.43236883008709,-161.5
-37.265991937504445,-57.24135107936052,-60.40228484427066,-161.4166717529297
-37.23946767569849,-57.235681312786404,-60.37109555527016,-161.3333282470703
-37.21296867325193,-57.229625032162524,-60.339320393121646,-161.25
-37.188109164708926,-57.22409816315564,-60.30637043008519,-161.1666717529297
-37.16294043808387,-57.21831301458718,-60.272867667847414,-161.0833282470703
-37.13813813107774,-57.21224510588973,-60.23836151471213,-161.0
-37.11387102348253,-57.20668083253992,-60.204406330085085,-160.9166717529297
-37.090991514473366,-57.201466983092104,-60.17078067027702,-160.8333282470703
-37.06920422068769,-57.19709009656619,-60.13775904421664,-160.75
-37.047988657774745,-57.192949687580985,-60.10547373091313,-160.6666717529297
-37.02673605411771,-57.188648028911935,-60.07436409422118,-160.5833282470703
-37.00529864682091,-57.18472093944615,-60.04577896455397,-160.5
-36.98510933890333,-57.18115270362329,-60.018047617991336,-160.4166717529297
-36.96622061237456,-57.17756653802525,-59.991529237067674,-160.3333282470703
-36.948232144636656,-57.17500644579555,-59.96623076828278,-160.25
-36.929656883135465,-57.172617715174546,-59.94218213129295,-160.1666717529297
-36.91178859335614,-57.1706742819781,-59.91791471702501,-160.0833282470703
-36.89476445872527,-57.169044477119634,-59.89438828998981,-160.0
-36.878638755707506,-57.167045537967105,-59.87126183194457,-159.9166717529297
-36.86316137989992,-57.165399973110745,-59.84911879098814,-159.8333282470703
-36.84918814858432,-57.16369978443865,-59.82704762769123,-159.75
-36.83625430486399,-57.16203930636143,-59.80581759319946,-159.6666717529297
-36.823586152234824,-57.16039725418023,-59.78513882096271,-159.5833282470703
-36.81164554294035,-57.15911626297751,-59.76508910921726,-159.5
-36.800410255124326,-57.15787028135235,-59.74636016248605,-159.4166717529297
-36.788814990768564,-57.15644141329238,-59.72860170176841,-159.3333282470703
-36.776607969677634,-57.154457397915074,-59.711456583475524,-159.25
-36.76397115411371,-57.15252725517939,-59.695875135006304,-159.1666717529297
-36.75028457517977,-57.15024891197365,-59.68178365191034,-159.0833282470703
-36.73578219901527,-57.14769714515254,-59.66877658569834,-159.0
-36.72023511063275,-57.145101785222465,-59.65654595061375,-158.9166717529297
-36.703862827047054,-57.14216478589139,-59.64500662431093,-158.8333282470703
-36.686408583945486,-57.138704664156336,-59.63425113445027,-158.75
-36.668476350479864,-57.13494801592785,-59.62421914310892,-158.6666717529297
-36.65068064092538,-57.13058554993315,-59.61403069969628,-158.5833282470703
-36.632639722454066,-57.12525946660856,-59.604137905640584,-158.5
-36.61326315745264,-57.119534402263646,-59.594658169443626,-158.4166717529297
-36.593418120740786,-57.11308477338658,-59.58494123561462,-158.3333282470703
-36.57360076780671,-57.10565260932558,-59.575311130981184,-158.25
-36.55408982987546,-57.09688343750317,-59.5648913304852,-158.1666717529297
-36.53552517233282,-57.08776515513291,-59.55402044202074,-158.0833282470703
-36.517136951695456,-57.077627168887496,-59.542329847514104,-158.0
-36.49949650054676,-57.066468704423784,-59.530965444288974,-157.9166717529297
-36.482597726732756,-57.05420230097661,-59.519528882162916,-157.8333282470703
-36.465068632845735,-57.04087530374105,-59.50729660359641,-157.75
-36.44677320122088,-57.026874869824304,-59.494698734258215,-157.6666717529297
-36.4298618870017,-57.011940895564976,-59.48211549561281,-157.5833282470703
-36.41315551438239,-56.99625351265835,-59.46954397351234,-157.5
-36.39719634756629,-56.9792564515462,-59.456785716304076,-157.4166717529297
-36.382281725890216,-56.96122308033904,-59.44377944686425,-157.3333282470703
-36.367895838713935,-56.94238560198897,-59.43066823603615,-157.25
-36.35511705476771,-56.923470325503594,-59.41682164145104,-157.1666717529297
-36.343722828489966,-56.90348072929987,-59.40305590883552,-157.0833282470703
-36.33329242323651,-56.88219883893533,-59.39025957762669,-157.0
-36.3233778560645,-56.85955168676123,-59.377572436399994,-156.9166717529297
-36.313929708008196,-56.83685048628106,-59.36457994058228,-156.8333282470703
-36.306578199421914,-56.81303932182371,-59.35237697837635,-156.75
-36.301420773938425,-56.788380242226616,-59.340603620917705,-156.6666717529297
-36.29643664439099,-56.76257662414873,-59.32948210318463,-156.5833282470703
-36.292585711647384,-56.736257540813824,-59.31833870146851,-156.5
-36.28898653784756,-56.710346816246265,-59.30651386519168,-156.4166717529297
-36.284168146678375,-56.684625552629875,-59.29485281899702,-156.3333282470703
-36.27904151342112,-56.658653818825144,-59.28291676959453,-156.25
-36.27292702473029,-56.63136999156319,-59.27182366108767,-156.1666717529297
-36.26565353660147,-56.60333461092052,-59.26132083616139,-156.0833282470703
-36.25747353638711,-56.57510459932701,-59.25008290784489,-156.0
-36.24881036985488,-56.54776460812415,-59.23877338602008,-155.9166717529297
-36.24015327240003,-56.519567179175276,-59.22717891304581,-155.8333282470703
-36.23131720069434,-56.49157093010251,-59.21492900535543,-155.75
-36.22284026597543,-56.463416817562496,-59.20147748263424,-155.6666717529297
-36.21461045736147,-56.43590058156001,-59.185971615041154,-155.5833282470703
-36.20732593419479,-56.40797939319038,-59.16903841813405,-155.5
-36.20087538646852,-56.379513491919845,-59.15160542129838,-155.4166717529297
-36.19579600486385,-56.350243217520394,-59.133569983679145,-155.3333282470703
-36.19133294470515,-56.31973092166624,-59.114714166457894,-155.25
-36.18691621515486,-56.28913100996135,-59.094850624326675,-155.1666717529297
-36.183017034505404,-56.258074652076395,-59.07343314698133,-155.0833282470703
-36.179822154995406,-56.2263278523366,-59.05140405951774,-155.0
-36.1764428826068,-56.19257914063791,-59.027557164188835,-154.9166717529297
-36.17336233118014,-56.15766679687264,-59.002251079179196,-154.8333282470703
-36.170192980875626,-56.121083171943724,-58.97556436920502,-154.75
-36.16648102417194,-56.082967117476095,-58.94704881210597,-154.6666717529297
-36.16184186887489,-56.04369087851657,-58.91738681434112,-154.5833282470703
-36.155770827559145,-56.00210300262222,-58.88580847576181,-154.5
-36.14782726323162,-55.958601088944356,-58.85183279815384,-154.4166717529297
-36.13786939102085,-55.91355501440677,-58.815063198382255,-154.3333282470703
-36.125567271116545,-55.86811330773423,-58.7759336341878,-154.25
-36.11089646503408,-55.82183571978641,-58.734266545028284,-154.1666717529297
-36.09530783222676,-55.77486624195461,-58.689707812152825,-154.0833282470703
-36.07852500890297,-55.727379543499545,-58.6422624964857,-154.0
-36.06095666155403,-55.67994895638191,-58.59300059083068,-153.9166717529297
-36.04195399976491,-55.63148046663409,-58.54215860293655,-153.8333282470703
-36.02158323168544,-55.58243242077936,-58.490578321704156,-153.75
-36.00009691482288,-55.532996204744556,-58.438631303592125,-153.6666717529297
-35.9780347718301,-55.48388511486994,-58.38619664781728,-153.5833282470703
-35.95464312982306,-55.43685480020243,-58.33446031107895,-153.5
-35.93159821649077,-55.39172018904744,-58.28308902843918,-153.4166717529297
-35.908376570353425,-55.34798715514901,-58.23279287514023,-153.3333282470703
-35.886143639024596,-55.306327860889404,-58.18351263988165,-153.25
-35.86595926312542,-55.26597902879092,-58.135786546962805,-153.1666717529297
-35.845038767575794,-55.22684149055883,-58.090420189711146,-153.0833282470703
-35.8252879565355,-55.18961537709311,-58.04666011099672,-153.0
-35.80616824392288,-55.15424116115301,-58.00424672598559,-152.9166717529297
-35.78732007104042,-55.122514693539394,-57.963276156386776,-152.8333282470703
-35.76873393461607,-55.093824797055085,-57.92285765966619,-152.75
-35.75016052802824,-55.06799511459559,-57.88374452523663,-152.6666717529297
-35.73273195242335,-55.04347968914731,-57.84621045590288,-152.5833282470703
-35.71706873747407,-55.02106088917512,-57.809133769915,-152.5
-35.70319196668252,-55.00028765215865,-57.773359706414425,-152.4166717529297
-35.691837031727744,-54.98243446697424,-57.73825106491276,-152.3333282470703
-35.68201759726913,-54.96610405870635,-57.70417042342021,-152.25
-35.67308297634124,-54.95267695024109,-57.67089436901099,-152.1666717529297
-35.66525694728528,-54.94232924516027,-57.63877387045974,-152.0833282470703
-35.65825002468451,-54.93413790007327,-57.60838850298045,-152.0
-35.65224048637208,-54.92887192169403,-57.57947469076361,-151.9166717529297
-35.647771908307625,-54.92545555706798,-57.552175981128016,-151.8333282470703
-35.645739194795986,-54.92467237438894,-57.52625789615421,-151.75
-35.64602225279261,-54.92643122115464,-57.50175357486415,-151.6666717529297
-35.64723557224139,-54.93142290530802,-57.47874200731778,-151.5833282470703
-35.64872194770361,-54.938692315343836,-57.45691374911622,-151.5
-35.649350884536794,-54.94796156443405,-57.43574509744291,-151.4166717529297
-35.64881884620303,-54.95873792478435,-57.41513069579208,-151.3333282470703
-35.64700631605044,-54.97146394878468,-57.394753592733345,-151.25
-35.6444366510667,-54.98529923750189,-57.374197754052574,-151.1666717529297
-35.64192537459116,-55.00022405868274,-57.35240423458173,-151.0833282470703
-35.63847102853987,-55.016219264666226,-57.33011271739132,-151.0
-35.63407854744576,-55.03290525554138,-57.307147648397574,-150.9166717529297
-35.62820545463124,-55.049701071121916,-57.28305142020002,-150.8333282470703
-35.620596941926074,-55.06659336310426,-57.257948538622095,-150.75
-35.61174708101484,-55.08317941541183,-57.23189024670415,-150.6666717529297
-35.601685977343735,-55.09897527130402,-57.20437140023267,-150.5833282470703
-35.59121916255412,-55.114124945711204,-57.17652525490553,-150.5
-35.581355560065575,-55.12822151273226,-57.14851367080021,-150.4166717529297
-35.571987460294515,-55.14087594562107,-57.12041324529698,-150.3333282470703
-35.5634950658085,-55.152235388410986,-57.09204798174493,-150.25
-35.55578066289319,-55.16208781725095,-57.06421477809784,-150.1666717529297
-35.54862737980258,-55.170625819705776,-57.037320279587306,-150.0833282470703
-35.541948092215065,-55.177932158298596,-57.01061146327427,-150.0
-35.535707698927986,-55.183427610700086,-56.9843737321598,-149.9166717529297
-35.52963893859264,-55.18787566412903,-56.959173147867595,-149.8333282470703
-35.52260982122371,-55.191064900410026,-56.93562500474312,-149.75
-35.51654690752584,-55.19310068395402,-56.91281968528841,-149.6666717529297
-35.5109720453047,-55.1943045473351,-56.890405467485834,-149.5833282470703
-35.50592851389022,-55.19425467414621,-56.86894659947256,-149.5
-35.501309641875075,-55.19326950395339,-56.84866817626582,-149.4166717529297
-35.49684325275387,-55.19160773271395,-56.82961179503687,-149.3333282470703
-35.49255021319818,-55.18924858998157,-56.811652304953775,-149.25
-35.48824510318681,-55.1862762039679,-56.79516876193792,-149.1666717529297
-35.482938628903135,-55.18243582571623,-56.77975359128686,-149.0833282470703
-35.47617372778568,-55.178013346905836,-56.76554085433798,-149.0
-35.468458591037326,-55.17302929768906,-56.75248416532284,-148.9166717529297
-35.46085279536205,-55.16707356312497,-56.74028757438458,-148.8333282470703
-35.45354993338307,-55.16024906155925,-56.72862230806333,-148.75
-35.445115014148556,-55.15269556725887,-56.71808879619343,-148.6666717529297
-35.436177478744874,-55.144068902030824,-56.708763315774355,-148.5833282470703
-35.42652289504937,-55.13478271722372,-56.70013908355954,-148.5
-35.41574295452663,-55.124717108307685,-56.69214723362493,-148.4166717529297
-35.40466830675774,-55.114060973868796,-56.68396803974474,-148.3333282470703
-35.39269728531072,-55.10238623192701,-56.67627080184021,-148.25
-35.37953415089393,-55.09018396077332,-56.66804182671575,-148.1666717529297
-35.36708216332464,-55.07728743247884,-56.659687776346885,-148.0833282470703
-35.35559339913531,-55.063576329246395,-56.65046089233755,-148.0
-35.3451595234913,-55.04953653122802,-56.64003853745771,-147.9166717529297
-35.33522589869389,-55.03525304607612,-56.62848929891299,-147.8333282470703
-35.326190750695616,-55.020908990949124,-56.61513258756574,-147.75
-35.317460382190745,-55.00648756181122,-56.59995118707996,-147.6666717529297
-35.30940357606877,-54.99234280614834,-56.58402464074431,-147.5833282470703
-35.302073139648165,-54.97824330596486,-56.56614008377889,-147.5
-35.295083233406096,-54.964374670460934,-56.54637193605802,-147.4166717529297
-35.28816070765205,-54.95094294175478,-56.524683549719505,-147.3333282470703
-35.2814803443468,-54.9379573813107,-56.50055898467068,-147.25
-35.27587150135579,-54.92562857323432,-56.47467620091044,-147.1666717529297
-35.27054182198102,-54.9141108598154,-56.44686307068644,-147.0833282470703
-35.26590998611752,-54.90338323176013,-56.41733120057106,-147.0
-35.2616155962801,-54.89332800942543,-56.38588443150596,-146.9166717529297
-35.25776336527795,-54.88420736289319,-56.353924044124675,-146.8333282470703
-35.25368420186286,-54.87580174084484,-56.32207298221621,-146.75
-35.24977031839797,-54.86824750624425,-56.28938187834657,-146.6666717529297
-35.24537748735417,-54.861397915399465,-56.25606059498256,-146.5833282470703
-35.24010193229352,-54.855704748634714,-56.22292900305786,-146.5
