lat_stf,lat_saf,lat_pf,lon
-31.079161780023494,-57.97471126833079,-61.246114156477454,-98.25
-31.072825218474847,-57.976480453136304,-61.246977116081865,-98.16666412353516
-31.066693747813105,-57.97838784624029,-61.2488535558021,-98.08333587646484
-31.060731281603456,-57.98065542287506,-61.25144060800105,-98.0
-31.05677819409698,-57.983936053937065,-61.25493933381646,-97.91666412353516
-31.05280478219717,-57.98757678917474,-61.258774023459694,-97.83333587646484
-31.048888854253022,-57.99165972108354,-61.262880275783495,-97.75
-31.046093320665744,-57.9958835814407,-61.26779394322182,-97.66666412353516
-31.04298555205108,-58.00047402799864,-61.27337722320826,-97.58333587646484
-31.03922462612653,-58.00600283616013,-61.27968950298517,-97.5
-31.035577808044568,-58.01143857985368,-61.28688474497887,-97.41666412353516
-31.031789591476397,-58.01754474233699,-61.294009919065644,-97.33333587646484
-31.028592679323975,-58.024333281954334,-61.30162955971201,-97.25
-31.02538835580597,-58.03183907777123,-61.309395720037834,-97.16666412353516
-31.022310053536923,-58.039899929272,-61.316390966334666,-97.08333587646484
-31.018938680052543,-58.04886818731904,-61.32374572695037,-97.0
-31.014459988322418,-58.05771157045212,-61.33093296444605,-96.91666412353516
-31.009091979368232,-58.06622280829799,-61.338424216645514,-96.83333587646484
-31.002216565230526,-58.07517565617065,-61.34508668351216,-96.75
-30.99326544940786,-58.083984289009514,-61.350628729547786,-96.66666412353516
-30.982495876384576,-58.092842910369654,-61.355747634805276,-96.58333587646484
-30.970403685006303,-58.101327077556114,-61.360201488760616,-96.5
-30.958347873658308,-58.109150792303545,-61.363839465280904,-96.41666412353516
-30.947188548356348,-58.11688188371204,-61.36748494921957,-96.33333587646484
-30.934094199898798,-58.1242249796546,-61.371744101909535,-96.25
-30.92152670984335,-58.131267044968915,-61.37591533126024,-96.16666412353516
-30.90945676138372,-58.13833848385584,-61.379988971589114,-96.08333587646484
-30.897652346818745,-58.14477400846161,-61.383264825642634,-96.0
-30.88596225148996,-58.15043348607563,-61.38599861996094,-95.91666412353516
-30.874752772712203,-58.15565023899919,-61.38753030330415,-95.83333587646484
-30.86634295203278,-58.15995872582497,-61.38922868853944,-95.75
-30.859560325461086,-58.163659746491284,-61.39118654266235,-95.66666412353516
-30.854514153546116,-58.16663599297692,-61.39276656428342,-95.58333587646484
-30.849385245750398,-58.16953668476622,-61.39392176741645,-95.5
-30.843690783165965,-58.17244087638048,-61.39551180189458,-95.41666412353516
-30.83659332612203,-58.17413739549209,-61.39679863998708,-95.33333587646484
-30.831713653779744,-58.17507962368993,-61.396294149082586,-95.25
-30.825807925540516,-58.17493275426261,-61.39497933111071,-95.16666412353516
-30.81931728233946,-58.1732544046819,-61.39348281539096,-95.08333587646484
-30.81283189440531,-58.170741523771255,-61.390495106396,-95.0
-30.80632445946782,-58.167640139371194,-61.386069252848415,-94.91666412353516
-30.802161108900837,-58.16341420682439,-61.38145446059145,-94.83333587646484
-30.795277225794617,-58.1587168708512,-61.37585392798064,-94.75
-30.787922670050687,-58.15324101505245,-61.3686666762976,-94.66666412353516
-30.780917638500316,-58.14765469938779,-61.36030207314397,-94.58333587646484
-30.77592989826539,-58.14102914895119,-61.35102919980542,-94.5
-30.771014402316364,-58.133800579925484,-61.34021807338405,-94.41666412353516
-30.765457092786377,-58.12675492232859,-61.328785484287046,-94.33333587646484
-30.758488986908436,-58.119167792843335,-61.31777389694563,-94.25
-30.7526400251994,-58.11167422282841,-61.30611276238053,-94.16666412353516
-30.746856774278836,-58.1045432249789,-61.293531099602035,-94.08333587646484
-30.740111217721637,-58.09798219157695,-61.28198405458392,-94.0
-30.73361867284017,-58.09193517169414,-61.2714543469747,-93.91666412353516
-30.725736511464262,-58.086441846919854,-61.26080582165424,-93.83333587646484
-30.719830358015788,-58.08123910349724,-61.24957955509266,-93.75
-30.716028732959135,-58.07679577348935,-61.23907989491021,-93.66666412353516
-30.71161133292701,-58.072590095143255,-61.228722213294354,-93.58333587646484
-30.70634295054424,-58.069991144780765,-61.21911951222327,-93.5
-30.70229250217451,-58.0682925805339,-61.21011509711991,-93.41666412353516
-30.7001564305758,-58.067438656076966,-61.20135948708448,-93.33333587646484
-30.6988200690044,-58.06739194143386,-61.19290326723976,-93.25
-30.697731824888336,-58.06843166968599,-61.18607885883807,-93.16666412353516
-30.69560361098991,-58.07046991942841,-61.181597460674425,-93.08333587646484
-30.69438372143993,-58.07291343389574,-61.177447845670905,-93.0
-30.69308435150765,-58.0759903228346,-61.174445252746494,-92.91666412353516
-30.69145365088495,-58.07997699419656,-61.17285888212697,-92.83333587646484
-30.68745687322431,-58.08520148342038,-61.17361693246024,-92.75
-30.68150313503948,-58.09110335085967,-61.175789586156334,-92.66666412353516
-30.676589950463967,-58.09748833536051,-61.179281381618836,-92.58333587646484
-30.672021520020042,-58.10375328911675,-61.1837222546034,-92.5
-30.66698716607253,-58.11040969067361,-61.188412442468035,-92.41666412353516
-30.661752832877784,-58.11729254054854,-61.194138345609055,-92.33333587646484
-30.657705917047235,-58.12512722161711,-61.20022771513231,-92.25
-30.65250293850268,-58.133335587562065,-61.2064888154388,-92.16666412353516
-30.647913213823212,-58.142025542393775,-61.212698062925334,-92.08333587646484
-30.641378204448305,-58.15108667007829,-61.21948707649526,-92.0
-30.634722462238667,-58.16032946041651,-61.22577111579753,-91.91666412353516
-30.627098646613863,-58.16967665143323,-61.23186695590851,-91.83333587646484
-30.62255198443798,-58.17877620440521,-61.237166217992325,-91.75
-30.61690467366886,-58.18781563295468,-61.24197993127967,-91.66666412353516
-30.61091803643228,-58.19691504823257,-61.24662261736666,-91.58333587646484
-30.606174940751767,-58.20621344055868,-61.251328760454896,-91.5
-30.60233364966811,-58.21522054569642,-61.255462141718176,-91.41666412353516
-30.59884851201291,-58.2239273814886,-61.25825992532928,-91.33333587646484
-30.59403547017452,-58.231895638773686,-61.26118900415127,-91.25
-30.589867834691645,-58.23959254602065,-61.26255162265986,-91.16666412353516
-30.586693609080402,-58.246647602515246,-61.26352581612858,-91.08333587646484
-30.584701867406334,-58.25334084255144,-61.26325194033365,-91.0
-30.58382267156396,-58.259581181805395,-61.26278428657135,-90.91666412353516
-30.583956926827707,-58.265503735449784,-61.26184732696155,-90.83333587646484
-30.582943187050088,-58.27115550409548,-61.26078062628523,-90.75
-30.583727953408765,-58.27658113255912,-61.25984882845028,-90.66666412353516
-30.58492326996314,-58.282088753222574,-61.25907409244953,-90.58333587646484
-30.585256098674932,-58.28728442987648,-61.258023260695154,-90.5
-30.58504405518688,-58.2928060264436,-61.258110485085304,-90.41666412353516
-30.584718845020948,-58.298705985070946,-61.259780425100296,-90.33333587646484
-30.58512439557484,-58.30521444646979,-61.2614240153294,-90.25
-30.585553153280227,-58.31193725908032,-61.26404359180881,-90.16666412353516
-30.585427130092807,-58.318837582934684,-61.266496589835555,-90.08333587646484
-30.58602230222137,-58.32638481627064,-61.27005704090919,-90.0
-30.586087289895122,-58.33475544836997,-61.27366175273107,-89.91666412353516
-30.586570574139788,-58.34370663712685,-61.277716931674426,-89.83333587646484
-30.587068324845934,-58.35315830693255,-61.28197579991039,-89.75
-30.587428235835286,-58.36338768901857,-61.2866255626813,-89.66666412353516
-30.587455219600145,-58.37431042408816,-61.29174319217654,-89.58333587646484
-30.587359578828114,-58.385707822384234,-61.2970255208646,-89.5
-30.58695075380739,-58.398092606122326,-61.302168850209135,-89.41666412353516
-30.585947706766646,-58.41159168341803,-61.30730958824225,-89.33333587646484
-30.5859326725578,-58.42569608752269,-61.31276507499567,-89.25
-30.58501794276414,-58.4405300269892,-61.31881757443545,-89.16666412353516
-30.584122597305022,-58.455952402355386,-61.32489827998731,-89.08333587646484
-30.584332786502028,-58.47101167264228,-61.33146857142237,-89.0
-30.587576550646855,-58.486323648853066,-61.33879069345968,-88.91666412353516
-30.589375906755887,-58.50190674230956,-61.34606944656877,-88.83333587646484
-30.59157505803218,-58.51797905249149,-61.35370818022067,-88.75
-30.59361416528674,-58.53428863563234,-61.361482279094645,-88.66666412353516
-30.596586854979265,-58.55074708597159,-61.369582379743115,-88.58333587646484
-30.60213937411653,-58.567196815161054,-61.37881601394168,-88.5
-30.607109154645727,-58.58326998928445,-61.388938626015204,-88.41666412353516
-30.612668855593952,-58.59837755307529,-61.39940830606633,-88.33333587646484
-30.616888091282448,-58.61246613704338,-61.40994557448795,-88.25
-30.622512249320057,-58.62609182486458,-61.420431265721675,-88.16666412353516
-30.628681707966688,-58.639035820170484,-61.43178123252101,-88.08333587646484
-30.634632926231124,-58.652104351028555,-61.44327658802953,-88.0
-30.637985547038824,-58.66432421723791,-61.454909596863665,-87.91666412353516
-30.64187657575759,-58.67587985357489,-61.46702626993626,-87.83333587646484
-30.645461871977208,-58.686468447982946,-61.47960492783332,-87.75
-30.648949078937477,-58.69637006837013,-61.49236060100466,-87.66666412353516
-30.65159381538051,-58.70512745586442,-61.50507564319293,-87.58333587646484
-30.651846813024452,-58.713550261206514,-61.516932637157474,-87.5
-30.652863521971184,-58.72133344440863,-61.52831587172478,-87.41666412353516
-30.653356026530897,-58.728790265878864,-61.53946398296895,-87.33333587646484
-30.654119281760398,-58.73682552113945,-61.551512377190626,-87.25
-30.654407327671322,-58.74413277571373,-61.56402523423418,-87.16666412353516
-30.654359326442506,-58.75112134583623,-61.57703407548303,-87.08333587646484
-30.65369901689483,-58.758358376249014,-61.59010177495407,-87.0
-30.65300294332404,-58.76620466234822,-61.60407009764743,-86.91666412353516
-30.65277293510118,-58.77419363676975,-61.61806881364691,-86.83333587646484
-30.652373003930226,-58.78233548124842,-61.63232087065512,-86.75
-30.65185349963119,-58.79061456364087,-61.64732191029469,-86.66666412353516
-30.651276882216205,-58.79921506853961,-61.66322020756083,-86.58333587646484
-30.65052979139634,-58.80839659229998,-61.67922831699331,-86.5
-30.649712137192015,-58.817974463400596,-61.69563045173724,-86.41666412353516
-30.64899130378451,-58.82740382981678,-61.71249110467429,-86.33333587646484
-30.648301025336806,-58.836579923335414,-61.72869372461208,-86.25
-30.647606660806733,-58.84623305872424,-61.74439439783651,-86.16666412353516
-30.646919023486046,-58.85654515078878,-61.75997162198263,-86.08333587646484
-30.646420020422187,-58.86621289737641,-61.77552458195459,-86.0
-30.646080485685378,-58.87526906833447,-61.79067654660138,-85.91666412353516
-30.6458172215566,-58.88413707414421,-61.80620243470295,-85.83333587646484
-30.6456236858637,-58.89326895630549,-61.82147935859741,-85.75
-30.645440714174267,-58.90262254706556,-61.83586544245429,-85.66666412353516
-30.645379998528345,-58.91194921956069,-61.848885183620276,-85.58333587646484
-30.645330065583423,-58.920732681200406,-61.86182405312015,-85.5
-30.645407863479022,-58.929507305954296,-61.87425145773241,-85.41666412353516
-30.645541162717908,-58.93893771831741,-61.88534140565829,-85.33333587646484
-30.645658072298378,-58.948561813600065,-61.895712800454824,-85.25
-30.645819169230354,-58.958390537014715,-61.90594490137048,-85.16666412353516
-30.645924724052403,-58.96834765699174,-61.914781365655294,-85.08333587646484
-30.645980265720812,-58.9786708591266,-61.922867321682155,-85.0
-30.646030185125912,-58.989792767470895,-61.929817639961435,-84.91666412353516
-30.646085641287414,-59.00175427297225,-61.93608973133079,-84.83333587646484
-30.64615221172834,-59.01432032570847,-61.94237991534843,-84.75
-30.646196627196392,-59.02695308660913,-61.94829049468672,-84.66666412353516
-30.646213282058692,-59.04042070310583,-61.95372098343292,-84.58333587646484
-30.646224388243663,-59.054489291862204,-61.959532322244456,-84.5
-30.64623544542037,-59.068915670822115,-61.965120122924674,-84.41666412353516
-30.646252022723043,-59.08371555300616,-61.97088903242108,-84.33333587646484
-30.64625753902254,-59.09907190964546,-61.9762834809907,-84.25
-30.64625753902254,-59.11431700986529,-61.98155213314811,-84.16666412353516
-30.64625753902254,-59.12999897628024,-61.986801600153484,-84.08333587646484
-30.64625753902254,-59.14577633228671,-61.9921776980109,-84.0
-30.64625753902254,-59.16122457902898,-61.99748827975474,-83.91666412353516
-30.64625753902254,-59.17627943499799,-62.00229298351092,-83.83333587646484
-30.64625753902254,-59.19089991448416,-62.00661772410075,-83.75
-30.64625753902254,-59.205454852862744,-62.01065050659145,-83.66666412353516
-30.64625753902254,-59.21907721508538,-62.01413542613781,-83.58333587646484
-30.64625753902254,-59.23181021963688,-62.01570727757886,-83.5
-30.64625753902254,-59.24356155338321,-62.016528388600285,-83.41666412353516
-30.64625753902254,-59.25399611707717,-62.01712295841707,-83.33333587646484
-30.64625753902254,-59.263021187277694,-62.018165690297586,-83.25
-30.64625753902254,-59.27078811790997,-62.01945219912016,-83.16666412353516
-30.64625753902254,-59.27764263120278,-62.02081027139432,-83.08333587646484
-30.64625753902254,-59.283504545692836,-62.021989665821955,-83.0
-30.64625753902254,-59.28743635503073,-62.023470384103284,-82.91666412353516
-30.64625753902254,-59.289455545053706,-62.02519409604384,-82.83333587646484
-30.64625753902254,-59.2897679890863,-62.026356084662126,-82.75
-30.64625753902254,-59.28879585224905,-62.02746983622327,-82.66666412353516
-30.64625753902254,-59.28599663028851,-62.02896193818861,-82.58333587646484
-30.64625753902254,-59.28215786203085,-62.03119686960963,-82.5
-30.64625753902254,-59.27675311596516,-62.03344018772165,-82.41666412353516
-30.64625753902254,-59.2698705542529,-62.03545795723243,-82.33333587646484
-30.64625753902254,-59.26059786053141,-62.03681581325631,-82.25
-30.64625753902254,-59.250026074523845,-62.03736102998991,-82.16666412353516
-30.64625753902254,-59.23773919544522,-62.037038500018845,-82.08333587646484
-30.64625753902254,-59.224297812981575,-62.0360621284135,-82.0
-30.64625753902254,-59.21069068089573,-62.03457803941489,-81.91666412353516
-30.64625753902254,-59.197725332973285,-62.032304883171435,-81.83333587646484
-30.64625753902254,-59.18493875864322,-62.03010851819679,-81.75
-30.64625753902254,-59.17137582468607,-62.02805506694464,-81.66666412353516
-30.64625753902254,-59.15852952815868,-62.0262057054106,-81.58333587646484
-30.64625753902254,-59.14520185658961,-62.02455822528355,-81.5
-30.64625753902254,-59.132642056794815,-62.02374391664273,-81.41666412353516
-30.64625753902254,-59.120863414769445,-62.023800848972655,-81.33333587646484
-30.64625753902254,-59.11017960555129,-62.02406754050515,-81.25
-30.64625753902254,-59.10038186614054,-62.02418175474466,-81.16666412353516
-30.64625753902254,-59.09154916456345,-62.02493506765449,-81.08333587646484
-30.64625753902254,-59.083910461540164,-62.02657210445067,-81.0
-30.64625753902254,-59.077146982372966,-62.02879530787257,-80.91666412353516
-30.64625753902254,-59.07093674992759,-62.03256499261031,-80.83333587646484
-30.64625753902254,-59.064804143232855,-62.03676394331391,-80.75
-30.64625753902254,-59.05998612794926,-62.04210043094776,-80.66666412353516
-30.64625753902254,-59.056282130633285,-62.048348641378745,-80.58333587646484
-30.64625753902254,-59.05424061802119,-62.055449495492155,-80.5
-30.64625753902254,-59.05332707712049,-62.06286631637989,-80.41666412353516
-30.64625753902254,-59.05332534215648,-62.07069071265124,-80.33333587646484
-30.64625753902254,-59.05544033225461,-62.07991454400292,-80.25
-30.64625753902254,-59.0589540276788,-62.09071741739067,-80.16666412353516
-30.64625753902254,-59.064150823520805,-62.1022623941297,-80.08333587646484
-30.64625753902254,-59.07050377611129,-62.11468292977233,-80.0
-30.64625753902254,-59.07783840873254,-62.12731709836021,-79.91666412353516
-30.64625753902254,-59.08591391700495,-62.13994344535538,-79.83333587646484
-30.64625753902254,-59.095808108639254,-62.15296106457921,-79.75
-30.64625753902254,-59.10614238894595,-62.16548953203508,-79.66666412353516
-30.64625753902254,-59.11721076731538,-62.17808965989942,-79.58333587646484
-30.64625753902254,-59.12887131018192,-62.19075419087048,-79.5
-30.64625753902254,-59.14079068565704,-62.20328068210123,-79.41666412353516
-30.64625753902254,-59.15335060992569,-62.21560019558698,-79.33333587646484
-30.64625753902254,-59.165176887915884,-62.22758254311072,-79.25
-30.64625753902254,-59.17666296720924,-62.239500342046135,-79.16666412353516
-30.64625753902254,-59.18713866989028,-62.25124338791694,-79.08333587646484
-30.64625753902254,-59.19638406538248,-62.261808794171294,-79.0
-30.64625753902254,-59.204370815480615,-62.272108924510825,-78.91666412353516
-30.64625753902254,-59.21122020526328,-62.281687640042115,-78.83333587646484
-30.64625753902254,-59.21602158299198,-62.29121378156873,-78.75
-30.64625753902254,-59.21945830779101,-62.30021821847878,-78.66666412353516
-30.64625753902254,-59.22087662935677,-62.30881593933811,-78.58333587646484
-30.64625753902254,-59.21949580772002,-62.316920966925444,-78.5
-30.64625753902254,-59.21522394153386,-62.32477099578427,-78.41666412353516
-30.64625753902254,-59.20896206888572,-62.331875029796,-78.33333587646484
-30.64625753902254,-59.20072025562299,-62.338186175591936,-78.25
-30.64625753902254,-59.19031041560769,-62.343010204363964,-78.16666412353516
-30.64625753902254,-59.1783668810392,-62.34714488231316,-78.08333587646484
-30.64625753902254,-59.16505207799309,-62.3504070794309,-78.0
-30.64625753902254,-59.15055072714622,-62.35228852838014,-77.91666412353516
-30.64625753902254,-59.13515105623417,-62.353331698387386,-77.83333587646484
-30.64625753902254,-59.119103632646045,-62.35301564641309,-77.75
-30.64625753902254,-59.10276476235196,-62.351098503402085,-77.66666412353516
-30.64625753902254,-59.086049991436106,-62.3475512969641,-77.58333587646484
-30.64625753902254,-59.07037639516161,-62.34265179337226,-77.5
-30.64625753902254,-59.05602610052367,-62.33630994382988,-77.41666412353516
-30.64625753902254,-59.041718164659265,-62.328759023272795,-77.33333587646484
-30.64625753902254,-59.02859432611515,-62.31968190228498,-77.25
-30.64625753902254,-59.01641739669511,-62.30958745439216,-77.16666412353516
-30.64625753902254,-59.004511074818,-62.29807332257534,-77.08333587646484
-30.64625753902254,-58.99286186766582,-62.28576440347775,-77.0
-30.64625753902254,-58.98189460718231,-62.272162462945964,-76.91666412353516
-30.64625753902254,-58.97125154470851,-62.25803003163143,-76.83333587646484
-30.64625753902254,-58.9615401352524,-62.24309400179188,-76.75
-30.64625753902254,-58.95252180120513,-62.22722146771783,-76.66666412353516
-30.64625753902254,-58.94442231097548,-62.21044103047205,-76.58333587646484
-30.64625753902254,-58.93645288332849,-62.19299068809187,-76.5
-30.64625753902254,-58.928621594514794,-62.17495625219227,-76.41666412353516
-30.64625753902254,-58.92109002739874,-62.15614135393179,-76.33333587646484
-30.64625753902254,-58.9141780372818,-62.136510430105574,-76.25
-30.64625753902254,-58.90772972160755,-62.11660254395198,-76.16666412353516
-30.64625753902254,-58.9021753268267,-62.09609014355525,-76.08333587646484
-30.64625753902254,-58.89732144256538,-62.074679413119306,-76.0
-30.64625753902254,-58.89335578354158,-62.05315528328877,-75.91666412353516
-30.64625753902254,-58.88995263640422,-62.0303656829686,-75.83333587646484
-30.64625753902254,-58.88639084170944,-62.007247267871094,-75.75
-30.64625753902254,-58.883436243294405,-61.98437293220028,-75.66666412353516
-30.64625753902254,-58.88068072805118,-61.96099585227025,-75.58333587646484
-30.64625753902254,-58.87834890604439,-61.93721962132361,-75.5
-30.64625753902254,-58.87625740179098,-61.91298219079483,-75.41666412353516
-30.64625753902254,-58.874742010400816,-61.889138727507685,-75.33333587646484
-30.64625753902254,-58.87273509749659,-61.86529594148067,-75.25
-30.64625753902254,-58.87145583025782,-61.84092789866936,-75.16666412353516
-30.64625753902254,-58.87031292634455,-61.81712861410103,-75.08333587646484
-30.64625753902254,-58.86917754952028,-61.79376827940528,-75.0
-30.64625753902254,-58.86794569495703,-61.770867209283125,-74.91666412353516
-30.64625753902254,-58.8666626039468,-61.74830197981006,-74.83333587646484
-30.64625753902254,-58.86562081777649,-61.72600122778084,-74.75
-30.64625753902254,-58.86372663138824,-61.704095276793886,-74.66666412353516
-30.64625753902254,-58.86172150062716,-61.682844959785484,-74.58333587646484
-30.64625753902254,-58.85982269700873,-61.66228507866095,-74.5
-30.64625753902254,-58.858021581168735,-61.64158045502146,-74.41666412353516
-30.64625753902254,-58.85609966342832,-61.620619587830966,-74.33333587646484
-30.64625753902254,-58.85485195582084,-61.60020212392117,-74.25
-30.64625753902254,-58.852909755849744,-61.58022606274438,-74.16666412353516
-30.64625753902254,-58.85106229257331,-61.56029828272588,-74.08333587646484
-30.64625753902254,-58.849461428812134,-61.54158411258112,-74.0
-30.64625753902254,-58.84829399282128,-61.52332592421738,-73.91666412353516
-30.64625753902254,-58.8470381258825,-61.50616509195356,-73.83333587646484
-30.64625753902254,-58.84593687213076,-61.489508607761785,-73.75
-30.64625753902254,-58.845007794033684,-61.473325113913795,-73.66666412353516
-30.64625753902254,-58.8444782791945,-61.45779413329229,-73.58333587646484
-30.64625753902254,-58.84396926122156,-61.44253875544041,-73.5
-30.64625753902254,-58.84356831832327,-61.42812795893014,-73.41666412353516
-30.64625753902254,-58.84360695265377,-61.41483277363752,-73.33333587646484
-30.64625753902254,-58.84366516339506,-61.402302647082685,-73.25
-30.64625753902254,-58.84427347200887,-61.39059647850258,-73.16666412353516
-30.64625753902254,-58.84458597745004,-61.380080351896794,-73.08333587646484
-30.64625753902254,-58.84497628735907,-61.36983294146401,-73.0
-30.64625753902254,-58.84522866318044,-61.36057793159753,-72.91666412353516
-30.64625753902254,-58.8460034490935,-61.35097231124022,-72.83333587646484
-30.64625753902254,-58.846808908149676,-61.341727139659646,-72.75
-30.64625753902254,-58.848210236567866,-61.332264642942505,-72.66666412353516
-30.64625753902254,-58.8493155663438,-61.32348048099133,-72.58333587646484
-30.64625753902254,-58.85040831808059,-61.31498277014106,-72.5
-30.64625753902254,-58.85147507741548,-61.306676503792,-72.41666412353516
-30.64625753902254,-58.852233766517095,-61.29814246160012,-72.33333587646484
-30.64625753902254,-58.85288668881438,-61.28986975662292,-72.25
-30.64625753902254,-58.85327791449464,-61.2816466086756,-72.16666412353516
-30.64625753902254,-58.85373122011751,-61.27176516043445,-72.08333587646484
-30.64625753902254,-58.8539483853076,-61.26099965177937,-72.0
-30.64625753902254,-58.85405739133319,-61.248436601283906,-71.91666412353516
-30.64625753902254,-58.85378786833829,-61.23501814723645,-71.83333587646484
-30.64625753902254,-58.85313063328018,-61.22017412523744,-71.75
-30.64625753902254,-58.851941012200854,-61.20464730834624,-71.66666412353516
-30.64625753902254,-58.850176389742984,-61.18741367276173,-71.58333587646484
-30.64625753902254,-58.84801608752531,-61.16793508133561,-71.5
-30.64625753902254,-58.84541057098058,-61.14785677883781,-71.41666412353516
-30.64625753902254,-58.84215704265305,-61.12723966552256,-71.33333587646484
-30.64625753902254,-58.83777735141638,-61.10455992982921,-71.25
-30.64625753902254,-58.832778546772296,-61.08062540673284,-71.16666412353516
-30.64625753902254,-58.826616658003864,-61.0556059882502,-71.08333587646484
-30.64625753902254,-58.81921948159603,-61.030098128074904,-71.0
-30.64625753902254,-58.81081439744858,-61.003179623975534,-70.91666412353516
-30.64625753902254,-58.80103812628111,-60.97509190742721,-70.83333587646484
-30.64625753902254,-58.789542382162914,-60.94648904993841,-70.75
-30.64625753902254,-58.77675093039423,-60.91744520886235,-70.66666412353516
-30.64625753902254,-58.76290879749956,-60.88873894233131,-70.58333587646484
-30.64625753902254,-58.74725920013649,-60.86013043337187,-70.5
-30.64625753902254,-58.730520056896104,-60.82986230575218,-70.41666412353516
-30.64625753902254,-58.712853778236955,-60.79835963845463,-70.33333587646484
-30.64625753902254,-58.69420048095563,-60.766813479268784,-70.25
-30.64625753902254,-58.67435032808381,-60.73374323692693,-70.16666412353516
-30.64625753902254,-58.653929789861046,-60.700888555937134,-70.08333587646484
-30.64625753902254,-58.633442981247335,-60.66683745629783,-70.0
-30.64625753902254,-58.61248875242061,-60.633876586448146,-69.91666412353516
-30.64625753902254,-58.591552239061436,-60.6015666426048,-69.83333587646484
-30.64625753902254,-58.5708203287646,-60.56958746806654,-69.75
-30.64625753902254,-58.54923416386625,-60.537511434344815,-69.66666412353516
-30.64625753902254,-58.5269221283477,-60.50428027427176,-69.58333587646484
-30.64625753902254,-58.50555075719453,-60.47156350155146,-69.5
-30.64625753902254,-58.48329725722997,-60.44100298451789,-69.41666412353516
-30.64625753902254,-58.4600032709263,-60.41108321391715,-69.33333587646484
-30.64625753902254,-58.43676062354336,-60.38199322022668,-69.25
-30.64625753902254,-58.41350845399987,-60.354483899574014,-69.16666412353516
-30.64625753902254,-58.389209513966996,-60.32788507815601,-69.08333587646484
-30.64625753902254,-58.36453750697813,-60.302830963698206,-69.0
-30.64625753902254,-58.338774718060904,-60.27766380447979,-68.91666412353516
-30.64625753902254,-58.311376149725874,-60.25336035076693,-68.83333587646484
-30.64625753902254,-58.282762579758106,-60.22914715396874,-68.75
-30.64625753902254,-58.254220326884514,-60.20523123355139,-68.66666412353516
-30.64625753902254,-58.22644081219164,-60.18109439268735,-68.58333587646484
-30.64625753902254,-58.19784644179874,-60.15692567138234,-68.5
-30.64625753902254,-58.17043086971134,-60.13117148107531,-68.41666412353516
-30.64625753902254,-58.143123130445105,-60.104335107778105,-68.33333587646484
-30.64625753902254,-58.115395814039495,-60.07639000952347,-68.25
-30.64625753902254,-58.08775763178628,-60.04757449467137,-68.16666412353516
-30.64625753902254,-58.06172217618851,-60.01738612239743,-68.08333587646484
-30.64625753902254,-58.03527011657727,-59.98623965795709,-68.0
-30.64625753902254,-58.00902613490137,-59.955768714935054,-67.91666412353516
-30.64625753902254,-57.98359266178528,-59.92410411451228,-67.83333587646484
-30.64625753902254,-57.959076064309954,-59.891709799203085,-67.75
-30.64625753902254,-57.9349772247015,-59.85897555244452,-67.66666412353516
-30.64625753902254,-57.91003903479802,-59.826957022121974,-67.58333587646484
-30.64625753902254,-57.88452352022577,-59.794626169061736,-67.5
-30.64625753902254,-57.857832656840166,-59.762395000390484,-67.41666412353516
-30.64625753902254,-57.8317951585208,-59.730646303873215,-67.33333587646484
-30.64625753902254,-57.80461755054549,-59.699801055152996,-67.25
-30.64625753902254,-57.77657447014326,-59.66954089655027,-67.16666412353516
-30.64625753902254,-57.747189839210044,-59.63945968618679,-67.08333587646484
-30.64625753902254,-57.717094377344445,-59.608618480667225,-67.0
-30.64625753902254,-57.685905440564305,-59.576127811302364,-66.91666412353516
-30.64625753902254,-57.65355964878459,-59.54214654317818,-66.83333587646484
-30.64625753902254,-57.61896779781085,-59.50729938796379,-66.75
-30.64625753902254,-57.58163970088621,-59.4719027926514,-66.66666412353516
-30.64625753902254,-57.541732387626816,-59.43498621714388,-66.58333587646484
-30.64625753902254,-57.500899817367504,-59.39682998568923,-66.5
-30.64625753902254,-57.45786424649455,-59.35708507756497,-66.41666412353516
-30.64625753902254,-57.41132181740311,-59.31582180947433,-66.33333587646484
-30.64625753902254,-57.36341978785432,-59.272631738291004,-66.25
-30.64625753902254,-57.312921961804555,-59.22760574236538,-66.16666412353516
-30.64625753902254,-57.25904056298459,-59.182061277453435,-66.08333587646484
-30.64625753902254,-57.20250709817943,-59.13666245748968,-66.0
-30.64625753902254,-57.14393387407642,-59.0915237266887,-65.91666412353516
-30.64625753902254,-57.08338272749012,-59.04594189013963,-65.83333587646484
-30.64625753902254,-57.02125579077099,-58.99995603143433,-65.75
-30.64625753902254,-56.958058940838676,-58.953260045017934,-65.66666412353516
-30.64625753902254,-56.89387583274269,-58.90665089756092,-65.58333587646484
-30.64625753902254,-56.82858475637184,-58.86036934025072,-65.5
-30.64625753902254,-56.761915762058635,-58.81551847097103,-65.41666412353516
-30.64625753902254,-56.69422722633974,-58.770491223419356,-65.33333587646484
-30.64625753902254,-56.62732875586818,-58.72749996405639,-65.25
-30.64625753902254,-56.56025099967942,-58.68735490350705,-65.16666412353516
-30.64625753902254,-56.49359110693451,-58.64775180558468,-65.08333587646484
-30.64625753902254,-56.4277895737367,-58.60874144208495,-65.0
-30.64625753902254,-56.36393997522888,-58.57127919402282,-64.91666412353516
-30.64625753902254,-56.301102762953946,-58.53673822067403,-64.83333587646484
-30.64625753902254,-56.23993978082398,-58.50447006085141,-64.75
