lat,lon
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.952056884765625,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.73710250854492,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
-49.52119445800781,2.5
